"x0, y0, z0","x1, y1, z1","x2, y2, z2","x3, y3, z3","x4, y4, z4","x5, y5, z5","x6, y6, z6","x7, y7, z7","x8, y8, z8","x9, y9, z9","x10, y10, z10","x11, y11, z11","x12, y12, z12","x13, y13, z13","x14, y14, z14","x15, y15, z15","x16, y16, z16","x17, y17, z17","x18, y18, z18","x19, y19, z19","x20, y20, z20"
"[0.556617021560669, 0.5907297730445862, 5.960248472547391e-07]","[0.5834832191467285, 0.5211621522903442, -0.023459836840629578]","[0.5948016047477722, 0.4514320492744446, -0.041387543082237244]","[0.6056227684020996, 0.39613771438598633, -0.05487483739852905]","[0.6214063763618469, 0.35605955123901367, -0.06922972947359085]","[0.5206466913223267, 0.44391506910324097, -0.05280108004808426]","[0.4863094389438629, 0.37361377477645874, -0.07305677980184555]","[0.4614100754261017, 0.3262284994125366, -0.08500318229198456]","[0.44450613856315613, 0.2899285852909088, -0.0932324007153511]","[0.4926038682460785, 0.46554964780807495, -0.05025537684559822]","[0.4677879810333252, 0.3919554352760315, -0.07523774355649948]","[0.4681696593761444, 0.3367774188518524, -0.09012296795845032]","[0.47774943709373474, 0.29717355966567993, -0.10013407468795776]","[0.4758252203464508, 0.4949782192707062, -0.046357449144124985]","[0.4589086174964905, 0.4359569251537323, -0.0668116956949234]","[0.47315725684165955, 0.393363893032074, -0.07601619511842728]","[0.4947506785392761, 0.36415326595306396, -0.08136644959449768]","[0.46573129296302795, 0.5282250046730042, -0.04334437847137451]","[0.4479546844959259, 0.4963357746601105, -0.05907644331455231]","[0.4543834328651428, 0.47306302189826965, -0.06448397040367126]","[0.46591347455978394, 0.4578147828578949, -0.06721198558807373]"
"[0.2901301681995392, 0.6101365089416504, 4.601758405442524e-07]","[0.2718425691127777, 0.5224648118019104, -0.014183231629431248]","[0.2673013210296631, 0.43925216794013977, -0.03264379873871803]","[0.25633853673934937, 0.3676445186138153, -0.04949526861310005]","[0.23808743059635162, 0.31646665930747986, -0.06816648691892624]","[0.3513666093349457, 0.4224833846092224, -0.050424277782440186]","[0.3863084018230438, 0.32472556829452515, -0.07463749498128891]","[0.4092359244823456, 0.2674328088760376, -0.08739347755908966]","[0.4295886754989624, 0.22279563546180725, -0.09518637508153915]","[0.38302379846572876, 0.4555077850818634, -0.05705719068646431]","[0.43968385457992554, 0.36526742577552795, -0.07967587560415268]","[0.47740742564201355, 0.30864217877388, -0.09188930690288544]","[0.5080413818359375, 0.26612138748168945, -0.10035040229558945]","[0.40392395853996277, 0.49930840730667114, -0.06316298991441727]","[0.4638187289237976, 0.4266728460788727, -0.08695127069950104]","[0.5020925998687744, 0.37871164083480835, -0.10110850632190704]","[0.531516432762146, 0.33993959426879883, -0.10966634005308151]","[0.4175218939781189, 0.5474280118942261, -0.0687192752957344]","[0.47708600759506226, 0.5137125849723816, -0.08918964117765427]","[0.5133723020553589, 0.4940526783466339, -0.09740668535232544]","[0.5441677570343018, 0.47384393215179443, -0.10188351571559906]"
"[0.5616742372512817, 0.5911321640014648, 5.889471594855422e-07]","[0.5842882394790649, 0.5215791463851929, -0.019724041223526]","[0.5922433137893677, 0.44993650913238525, -0.03827317804098129]","[0.6035926938056946, 0.3937416076660156, -0.05380641296505928]","[0.6214516758918762, 0.3509100675582886, -0.07141298055648804]","[0.5269484519958496, 0.44399455189704895, -0.055087704211473465]","[0.4907946288585663, 0.37447404861450195, -0.08121518045663834]","[0.46568983793258667, 0.32420843839645386, -0.09754007309675217]","[0.4485628306865692, 0.2848578095436096, -0.10897320508956909]","[0.5018169283866882, 0.46775177121162415, -0.05878433585166931]","[0.4689754545688629, 0.3955443799495697, -0.08783673495054245]","[0.4707663059234619, 0.3390023708343506, -0.10491832345724106]","[0.48199617862701416, 0.2963586151599884, -0.11649897694587708]","[0.4856110215187073, 0.5030978322029114, -0.0614335834980011]","[0.46260520815849304, 0.4428692162036896, -0.08849713206291199]","[0.4810390770435333, 0.3965034782886505, -0.1002560555934906]","[0.5063467025756836, 0.36395660042762756, -0.10665562003850937]","[0.4761929512023926, 0.543073832988739, -0.06442125886678696]","[0.455919086933136, 0.5092097520828247, -0.08786069601774216]","[0.4652186930179596, 0.48589563369750977, -0.09597643464803696]","[0.4800180494785309, 0.47012001276016235, -0.10000234097242355]"
"[0.291110634803772, 0.6099119186401367, 4.547246419406292e-07]","[0.27270740270614624, 0.5211116671562195, -0.013378912582993507]","[0.2683945298194885, 0.4380649924278259, -0.03152134269475937]","[0.25791242718696594, 0.3670785129070282, -0.0481388196349144]","[0.23967483639717102, 0.31687840819358826, -0.06675425171852112]","[0.3532246947288513, 0.42147934436798096, -0.051070380955934525]","[0.3883651793003082, 0.3244249224662781, -0.07527537643909454]","[0.41117072105407715, 0.26839345693588257, -0.08811420947313309]","[0.43151023983955383, 0.2242380678653717, -0.0959457978606224]","[0.3845978379249573, 0.45510798692703247, -0.05757483094930649]","[0.4403139054775238, 0.3648310899734497, -0.08039968460798264]","[0.47772353887557983, 0.3082241415977478, -0.09290410578250885]","[0.5085362792015076, 0.26563531160354614, -0.10166624933481216]","[0.4055229425430298, 0.49961093068122864, -0.06328173726797104]","[0.4644700288772583, 0.42784327268600464, -0.08703296631574631]","[0.5021666288375854, 0.3802071511745453, -0.10146628320217133]","[0.5311374664306641, 0.3425014019012451, -0.11019857227802277]","[0.41924577951431274, 0.5478660464286804, -0.0682956874370575]","[0.47897329926490784, 0.5137115120887756, -0.0887669250369072]","[0.5148670673370361, 0.4939440190792084, -0.09719384461641312]","[0.5458313226699829, 0.4741268754005432, -0.10179730504751205]"
"[0.5512480735778809, 0.5917727947235107, 6.669700383099553e-07]","[0.5771657228469849, 0.5198855400085449, -0.019146570935845375]","[0.5872868895530701, 0.44959408044815063, -0.036960452795028687]","[0.5985175967216492, 0.39307737350463867, -0.05155453458428383]","[0.6153032779693604, 0.35220369696617126, -0.06767728924751282]","[0.5172855257987976, 0.4503743350505829, -0.05524487793445587]","[0.4818320572376251, 0.3837454617023468, -0.08049485832452774]","[0.4563196897506714, 0.3357551693916321, -0.09466133266687393]","[0.43986791372299194, 0.2981821894645691, -0.10481123626232147]","[0.49102967977523804, 0.47105759382247925, -0.058519743382930756]","[0.4646621644496918, 0.3941170573234558, -0.09031280875205994]","[0.4672941565513611, 0.3342033326625824, -0.10818874835968018]","[0.47962790727615356, 0.28834617137908936, -0.11988269537687302]","[0.47546496987342834, 0.5028191804885864, -0.06023278459906578]","[0.46171194314956665, 0.4380141496658325, -0.09102042019367218]","[0.48451828956604004, 0.39092427492141724, -0.10429629683494568]","[0.5133772492408752, 0.3564913272857666, -0.11102652549743652]","[0.4675203859806061, 0.5392885208129883, -0.061787161976099014]","[0.4626343250274658, 0.5043675899505615, -0.08938728272914886]","[0.483058899641037, 0.48574531078338623, -0.09917405992746353]","[0.5058316588401794, 0.4739304184913635, -0.1036260798573494]"
"[0.2920028567314148, 0.6074678897857666, 4.5607629317601095e-07]","[0.2732740640640259, 0.519464910030365, -0.013328724540770054]","[0.268023282289505, 0.4383813142776489, -0.03235520422458649]","[0.2565150260925293, 0.36707621812820435, -0.04975380748510361]","[0.23908938467502594, 0.31530576944351196, -0.06913238763809204]","[0.35357725620269775, 0.4206433892250061, -0.052452582865953445]","[0.38789910078048706, 0.32303836941719055, -0.07666492462158203]","[0.41096919775009155, 0.2672254145145416, -0.08910513669252396]","[0.4320101737976074, 0.22403094172477722, -0.0965857058763504]","[0.3854866325855255, 0.4541226923465729, -0.05858420208096504]","[0.4412553310394287, 0.3634810447692871, -0.0808551087975502]","[0.47869929671287537, 0.3078407347202301, -0.09246412664651871]","[0.5091379880905151, 0.2668335735797882, -0.10069332271814346]","[0.4065370261669159, 0.49887019395828247, -0.06378518790006638]","[0.46611055731773376, 0.4269813895225525, -0.08667374402284622]","[0.5040275454521179, 0.37958967685699463, -0.10023082047700882]","[0.5325755476951599, 0.3422638773918152, -0.10862044245004654]","[0.4201146960258484, 0.5476229190826416, -0.06826087087392807]","[0.47990256547927856, 0.5144559741020203, -0.08796632289886475]","[0.5156804919242859, 0.49460369348526, -0.09583142399787903]","[0.5462310910224915, 0.4743790924549103, -0.1001339703798294]"
"[0.5518099069595337, 0.5849812626838684, 6.763117994523782e-07]","[0.576492428779602, 0.5125066041946411, -0.018102247267961502]","[0.586466372013092, 0.4443458914756775, -0.03748297318816185]","[0.5981720685958862, 0.3901619613170624, -0.054826341569423676]","[0.6160392165184021, 0.34879451990127563, -0.07403422892093658]","[0.5142406225204468, 0.4360857307910919, -0.05429912358522415]","[0.48026812076568604, 0.3680768609046936, -0.08078226447105408]","[0.456412672996521, 0.3211982548236847, -0.09685634821653366]","[0.44040682911872864, 0.28354912996292114, -0.10873282700777054]","[0.4889390766620636, 0.46054840087890625, -0.06039935350418091]","[0.462224543094635, 0.38811051845550537, -0.0927613377571106]","[0.4685569703578949, 0.3317291736602783, -0.11219044774770737]","[0.4845118820667267, 0.28942006826400757, -0.12518185377120972]","[0.4755282998085022, 0.49586668610572815, -0.06511058658361435]","[0.4638393521308899, 0.4356217384338379, -0.09663303196430206]","[0.49168968200683594, 0.3904413878917694, -0.11037755757570267]","[0.5246091485023499, 0.3580811023712158, -0.11788729578256607]","[0.4709106683731079, 0.5345261693000793, -0.06984904408454895]","[0.47054925560951233, 0.5043098330497742, -0.09797178953886032]","[0.4957420825958252, 0.48912912607192993, -0.10739223659038544]","[0.5219725966453552, 0.4803255796432495, -0.11192888766527176]"
"[0.2904651463031769, 0.6093013882637024, 4.5217996103019686e-07]","[0.27262306213378906, 0.5205492973327637, -0.013755042105913162]","[0.268181174993515, 0.43851423263549805, -0.0323563776910305]","[0.25628864765167236, 0.3674880862236023, -0.04951561614871025]","[0.23776225745677948, 0.31716030836105347, -0.0687926635146141]","[0.3524361252784729, 0.4227779805660248, -0.050587885081768036]","[0.3872060179710388, 0.32444751262664795, -0.07539887726306915]","[0.41052764654159546, 0.2678678035736084, -0.08890015631914139]","[0.4318861961364746, 0.22448095679283142, -0.09703478962182999]","[0.3842167854309082, 0.4563797116279602, -0.05689726397395134]","[0.44068771600723267, 0.3652857840061188, -0.0790402963757515]","[0.47817739844322205, 0.3085067570209503, -0.09099365025758743]","[0.5082980394363403, 0.2662014961242676, -0.0994502529501915]","[0.40543875098228455, 0.5007982850074768, -0.06264978647232056]","[0.4659566283226013, 0.4277704656124115, -0.0854094997048378]","[0.5032955408096313, 0.3802748918533325, -0.0988970398902893]","[0.5308653116226196, 0.34299272298812866, -0.10707291215658188]","[0.4190268814563751, 0.5490623116493225, -0.06788983196020126]","[0.47872230410575867, 0.515368640422821, -0.08707763999700546]","[0.5145689845085144, 0.49491456151008606, -0.09457139670848846]","[0.5448178648948669, 0.47477275133132935, -0.09863457828760147]"
"[0.5448914170265198, 0.5915547609329224, 6.590864813915687e-07]","[0.5772135257720947, 0.5211352109909058, -0.02659950777888298]","[0.5883689522743225, 0.4509398341178894, -0.04518254101276398]","[0.598265528678894, 0.39365991950035095, -0.058878686279058456]","[0.6147199869155884, 0.35007548332214355, -0.07324062287807465]","[0.5135886669158936, 0.4536277651786804, -0.0579339936375618]","[0.47773998975753784, 0.3833610415458679, -0.08057870715856552]","[0.4546701908111572, 0.3313850164413452, -0.09296122193336487]","[0.44089657068252563, 0.29087281227111816, -0.10139483958482742]","[0.48454782366752625, 0.47121039032936096, -0.05459105223417282]","[0.46350938081741333, 0.3907511532306671, -0.08302441984415054]","[0.47023099660873413, 0.32997214794158936, -0.09872335195541382]","[0.4869745969772339, 0.2874930500984192, -0.10825704038143158]","[0.466935932636261, 0.4950682818889618, -0.0503569170832634]","[0.4599911570549011, 0.42799460887908936, -0.07652522623538971]","[0.4818233847618103, 0.38205212354660034, -0.08905838429927826]","[0.5092939734458923, 0.35011351108551025, -0.09527164697647095]","[0.4565163254737854, 0.522217333316803, -0.04694751650094986]","[0.450104683637619, 0.4846988618373871, -0.06960978358983994]","[0.46714457869529724, 0.4663490056991577, -0.07868228852748871]","[0.48825979232788086, 0.4560808837413788, -0.08273181319236755]"
"[0.2902088165283203, 0.6089357137680054, 4.5151659833209123e-07]","[0.2721802294254303, 0.5202426910400391, -0.012988284230232239]","[0.2677597105503082, 0.43898770213127136, -0.03145937994122505]","[0.2558606266975403, 0.367566853761673, -0.04847179725766182]","[0.238029345870018, 0.3162248134613037, -0.06759296357631683]","[0.35224294662475586, 0.4221723675727844, -0.05092727020382881]","[0.3874073028564453, 0.3241596817970276, -0.07529612630605698]","[0.4108889698982239, 0.26831841468811035, -0.08822302520275116]","[0.43210676312446594, 0.22516968846321106, -0.09597298502922058]","[0.384813129901886, 0.4557449221611023, -0.05702967941761017]","[0.44158661365509033, 0.36446690559387207, -0.07890456914901733]","[0.47935277223587036, 0.30838608741760254, -0.09057484567165375]","[0.5093804597854614, 0.26669347286224365, -0.09887140244245529]","[0.4063035845756531, 0.5005173683166504, -0.062296342104673386]","[0.46645641326904297, 0.4270704388618469, -0.08464401960372925]","[0.5041635036468506, 0.37972670793533325, -0.09794272482395172]","[0.5320612788200378, 0.3425323963165283, -0.10612816363573074]","[0.41982579231262207, 0.5490330457687378, -0.06688207387924194]","[0.47919607162475586, 0.5154081583023071, -0.0858922004699707]","[0.5147251486778259, 0.4951178729534149, -0.09335029125213623]","[0.5448580980300903, 0.4748501777648926, -0.0973990261554718]"
"[0.5491828322410583, 0.5918738842010498, 6.899602453813714e-07]","[0.5754138231277466, 0.5206222534179688, -0.02180197648704052]","[0.5863716006278992, 0.44979050755500793, -0.04200444743037224]","[0.598556637763977, 0.39259278774261475, -0.05787467211484909]","[0.616324245929718, 0.3497633635997772, -0.07521380484104156]","[0.5189498662948608, 0.44565075635910034, -0.062330473214387894]","[0.487360417842865, 0.37323227524757385, -0.08760502189397812]","[0.46668821573257446, 0.3236289620399475, -0.10202808678150177]","[0.4538591504096985, 0.28384172916412354, -0.11197720468044281]","[0.4903503656387329, 0.47037652134895325, -0.06302908807992935]","[0.464690238237381, 0.3900076150894165, -0.0940062403678894]","[0.4719310998916626, 0.3318222761154175, -0.11091300845146179]","[0.4897199273109436, 0.2913995683193207, -0.1217203363776207]","[0.47300291061401367, 0.5032752752304077, -0.06168878450989723]","[0.4599977433681488, 0.43777531385421753, -0.08981802314519882]","[0.48436105251312256, 0.3916622996330261, -0.10117832571268082]","[0.5147464871406555, 0.36089491844177246, -0.10686007142066956]","[0.4631251394748688, 0.5384452939033508, -0.06044068932533264]","[0.455021470785141, 0.5015930533409119, -0.08468588441610336]","[0.4763869047164917, 0.48320433497428894, -0.0921894833445549]","[0.49955806136131287, 0.47335684299468994, -0.09525400400161743]"
"[0.2897877097129822, 0.6084012985229492, 4.453521000868932e-07]","[0.2717921733856201, 0.5200151801109314, -0.014176808297634125]","[0.2676031291484833, 0.43956276774406433, -0.03315933421254158]","[0.25589311122894287, 0.3691723048686981, -0.05065043270587921]","[0.23824457824230194, 0.31793737411499023, -0.07030390948057175]","[0.3524903953075409, 0.420956015586853, -0.05118245631456375]","[0.3871057331562042, 0.3247781991958618, -0.0762454941868782]","[0.4106804132461548, 0.2690477967262268, -0.08986080437898636]","[0.432320773601532, 0.22587600350379944, -0.09819933772087097]","[0.38469722867012024, 0.45511627197265625, -0.0575438067317009]","[0.44083330035209656, 0.3669115900993347, -0.08035850524902344]","[0.4781600534915924, 0.3108888268470764, -0.09282711893320084]","[0.5082763433456421, 0.26812079548835754, -0.1016986146569252]","[0.4056190550327301, 0.5001567602157593, -0.06335808336734772]","[0.4659391939640045, 0.4296172559261322, -0.08693835884332657]","[0.5037270784378052, 0.3820189833641052, -0.10095395147800446]","[0.5319575071334839, 0.34350574016571045, -0.10953570902347565]","[0.4183428883552551, 0.5490701794624329, -0.06863473355770111]","[0.47776392102241516, 0.5165517926216125, -0.08876790851354599]","[0.5136085748672485, 0.49588385224342346, -0.09689643234014511]","[0.5440882444381714, 0.47490882873535156, -0.10141676664352417]"
